task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
training,49,23b5c85d.json,test,1,18,18,3,3,img/tasks/23b5c85d_test_input_1.png,img/tasks/23b5c85d_test_output_1.png,|000000000000000000|000000000000000000|001111110000000000|001111110444444440|001111110444444440|001111110444444440|001111110444444440|001111110444444440|000000000444444440|000000066644444440|000000066644444440|000000066644444440|000000000444444440|003333300444444440|003333300000000000|003333300000000000|003333300000000000|000000000000000000|,|666|666|666|
training,50,253bf280.json,train,1,7,13,7,13,img/tasks/253bf280_train_input_1.png,img/tasks/253bf280_train_output_1.png,|0000000000000|0000000000000|0000000000000|0080000008000|0000000000000|0000000000000|0000000000000|,|0000000000000|0000000000000|0000000000000|0083333338000|0000000000000|0000000000000|0000000000000|
training,50,253bf280.json,train,2,10,11,10,11,img/tasks/253bf280_train_input_2.png,img/tasks/253bf280_train_output_2.png,|00000000000|00008000000|00000000800|00000000000|00000000000|00000000000|00000000800|00008000000|00000000000|00000000000|,|00000000000|00008000000|00003000800|00003000300|00003000300|00003000300|00003000800|00008000000|00000000000|00000000000|
training,50,253bf280.json,train,3,12,11,12,11,img/tasks/253bf280_train_input_3.png,img/tasks/253bf280_train_output_3.png,|00000000000|08000000080|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00800008000|00000000000|00000000000|00000000000|,|00000000000|08333333380|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00833338000|00000000000|00000000000|00000000000|
training,50,253bf280.json,train,4,9,6,9,6,img/tasks/253bf280_train_input_4.png,img/tasks/253bf280_train_output_4.png,|000000|008000|000000|000000|000000|000000|000000|008000|000000|,|000000|008000|003000|003000|003000|003000|003000|008000|000000|
training,50,253bf280.json,train,5,3,3,3,3,img/tasks/253bf280_train_input_5.png,img/tasks/253bf280_train_output_5.png,|000|080|000|,|000|080|000|
training,50,253bf280.json,train,6,5,6,5,6,img/tasks/253bf280_train_input_6.png,img/tasks/253bf280_train_output_6.png,|000000|080000|000000|000080|000000|,|000000|080000|000000|000080|000000|
training,50,253bf280.json,train,7,7,6,7,6,img/tasks/253bf280_train_input_7.png,img/tasks/253bf280_train_output_7.png,|000000|000800|000000|080000|000000|000000|000800|,|000000|000800|000300|080300|000300|000300|000800|
training,50,253bf280.json,train,8,12,11,12,11,img/tasks/253bf280_train_input_8.png,img/tasks/253bf280_train_output_8.png,|00000000000|00080000000|00000000000|00000000000|00000080008|08000000000|00000000000|00000000000|00000000000|00080000000|00000000000|00000000000|,|00000000000|00080000000|00030000000|00030000000|00030083338|08030000000|00030000000|00030000000|00030000000|00080000000|00000000000|00000000000|
training,50,253bf280.json,test,1,12,13,12,13,img/tasks/253bf280_test_input_1.png,img/tasks/253bf280_test_output_1.png,|0000000000000|0080000000800|0000000000000|0000000000000|0000000000000|0000008000008|0000000000000|0800000000000|0000000000000|0000000080000|0800000000000|0000000000000|,|0000000000000|0083333333800|0000000000000|0000000000000|0000000000000|0000008333338|0000000000000|0800000000000|0300000000000|0300000080000|0800000000000|0000000000000|
training,51,25d487eb.json,train,1,10,15,10,15,img/tasks/25d487eb_train_input_1.png,img/tasks/25d487eb_train_output_1.png,|000000000000000|000000000000000|000200000000000|000220000000000|000122000000000|000220000000000|000200000000000|000000000000000|000000000000000|000000000000000|,|000000000000000|000000000000000|000200000000000|000220000000000|000122111111111|000220000000000|000200000000000|000000000000000|000000000000000|000000000000000|
training,51,25d487eb.json,train,2,12,12,12,12,img/tasks/25d487eb_train_input_2.png,img/tasks/25d487eb_train_output_2.png,|000000000000|000000000000|000000000000|000000000000|000000000000|000000800000|000008880000|000088888000|000888388800|000000000000|000000000000|000000000000|,|000000300000|000000300000|000000300000|000000300000|000000300000|000000800000|000008880000|000088888000|000888388800|000000000000|000000000000|000000000000|
training,51,25d487eb.json,train,3,15,12,15,12,img/tasks/25d487eb_train_input_3.png,img/tasks/25d487eb_train_output_3.png,|000000000000|000000000000|003323300000|000333000000|000030000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|,|000000000000|000000000000|003323300000|000333000000|000030000000|000020000000|000020000000|000020000000|000020000000|000020000000|000020000000|000020000000|000020000000|000020000000|000020000000|
training,51,25d487eb.json,test,1,16,11,16,11,img/tasks/25d487eb_test_input_1.png,img/tasks/25d487eb_test_output_1.png,|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00004000000|00044400000|00444440000|04448444000|00000000000|,|00008000000|00008000000|00008000000|00008000000|00008000000|00008000000|00008000000|00008000000|00008000000|00008000000|00008000000|00004000000|00044400000|00444440000|04448444000|00000000000|
training,52,25d8a9c8.json,train,1,3,3,3,3,img/tasks/25d8a9c8_train_input_1.png,img/tasks/25d8a9c8_train_output_1.png,|444|232|233|,|555|000|000|
training,52,25d8a9c8.json,train,2,3,3,3,3,img/tasks/25d8a9c8_train_input_2.png,img/tasks/25d8a9c8_train_output_2.png,|733|666|377|,|000|555|000|
training,52,25d8a9c8.json,train,3,3,3,3,3,img/tasks/25d8a9c8_train_input_3.png,img/tasks/25d8a9c8_train_output_3.png,|292|444|999|,|000|555|555|
training,52,25d8a9c8.json,train,4,3,3,3,3,img/tasks/25d8a9c8_train_input_4.png,img/tasks/25d8a9c8_train_output_4.png,|224|224|111|,|000|000|555|
training,52,25d8a9c8.json,test,1,3,3,3,3,img/tasks/25d8a9c8_test_input_1.png,img/tasks/25d8a9c8_test_output_1.png,|444|323|888|,|555|000|555|
training,53,25ff71a9.json,train,1,3,3,3,3,img/tasks/25ff71a9_train_input_1.png,img/tasks/25ff71a9_train_output_1.png,|111|000|000|,|000|111|000|
training,53,25ff71a9.json,train,2,3,3,3,3,img/tasks/25ff71a9_train_input_2.png,img/tasks/25ff71a9_train_output_2.png,|000|111|000|,|000|000|111|
training,53,25ff71a9.json,train,3,3,3,3,3,img/tasks/25ff71a9_train_input_3.png,img/tasks/25ff71a9_train_output_3.png,|010|110|000|,|000|010|110|
training,53,25ff71a9.json,train,4,3,3,3,3,img/tasks/25ff71a9_train_input_4.png,img/tasks/25ff71a9_train_output_4.png,|022|002|000|,|000|022|002|
training,53,25ff71a9.json,test,1,3,3,3,3,img/tasks/25ff71a9_test_input_1.png,img/tasks/25ff71a9_test_output_1.png,|200|200|000|,|000|200|200|
training,53,25ff71a9.json,test,2,3,3,3,3,img/tasks/25ff71a9_test_input_2.png,img/tasks/25ff71a9_test_output_2.png,|000|010|000|,|000|000|010|
training,54,264363fd.json,train,1,30,30,30,30,img/tasks/264363fd_train_input_1.png,img/tasks/264363fd_train_output_1.png,|888888888888888888888888888888|881111111111111111188888888888|881111111111111111188888828888|881111111111111111188888323888|881111111111111111188882232288|881113111111111111188888323888|881111111111111111188888828888|881111111111111111188888888888|881111111111111111188888888888|881111111111111111188888888888|881111111111111111188888888888|881111111111111111188888888888|881111111111111111188888888888|881111111111111111188888888888|881111111111111111188888888888|881111111111111111188888888888|888888888888888888888888888888|888888888888888888888888888888|888888881111111111111111118888|888888881111111111111111118888|888888881111111111111111118888|888888881111111111111111118888|888888881111111111111111118888|888888881111111111111111118888|888888881111111111111111118888|888888881111111113111111118888|888888881111111111111111118888|888888888888888888888888888888|888888888888888888888888888888|888888888888888888888888888888|,|888888888888888888888888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881132311111111111188888888888|882223222222222222288888888888|881132311111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|881112111111111111188888888888|888888888888888888888888888888|888888888888888888888888888888|888888881111111112111111118888|888888881111111112111111118888|888888881111111112111111118888|888888881111111112111111118888|888888881111111112111111118888|888888881111111112111111118888|888888881111111132311111118888|888888882222222223222222228888|888888881111111132311111118888|888888888888888888888888888888|888888888888888888888888888888|888888888888888888888888888888|
training,54,264363fd.json,train,2,30,30,30,30,img/tasks/264363fd_train_input_2.png,img/tasks/264363fd_train_output_2.png,|111111111111111111111111111111|111111111111111111111111111111|111111111111111111111111111111|111111111111111111111111311111|111111111111111111111111311111|122222222222222222111133433111|122222222222222222111111311111|122222222222224222111111311111|122222222222222222111111111111|122222222222222222111111111111|122224222222222222111111111111|122222222222222222111111111111|122222222222222222111111111111|122222222222222222111111111111|111111111111111111111111111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222242222222111111|111111222222222222222222111111|111111222222222222222222111111|111111222222222222222222111111|111111111111111111111111111111|111111111111111111111111111111|,|111111111111111111111111111111|111111111111111111111111111111|111111111111111111111111111111|111111111111111111111111111111|111111111111111111111111111111|122223222222223222111111111111|122223222222223222111111111111|133333333333334333111111111111|122223222222223222111111111111|122223222222223222111111111111|133334333333333333111111111111|122223222222223222111111111111|122223222222223222111111111111|122223222222223222111111111111|111111111111111111111111111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111333333333343333333111111|111111222222222232222222111111|111111222222222232222222111111|111111222222222232222222111111|111111111111111111111111111111|111111111111111111111111111111|
training,54,264363fd.json,train,3,30,30,30,30,img/tasks/264363fd_train_input_3.png,img/tasks/264363fd_train_output_3.png,|888888888888888888888888888888|888888888888888888888888888888|888888888883333333333333333888|888888888883333333333333333888|888888888883333333333333333888|888888888883333333333333333888|888888888883333333333334333888|888888888883333333333333333888|888888888883333333333333333888|833333333383333333333333333888|833333333383333433333333333888|833333333383333333333333333888|833343333383333333333333333888|833333333383333333333333333888|833333333383333333333333333888|833333333388888888888888888888|833333333388333333333388888888|833333333388333333333388888888|833333333388333333333388888888|833333333388333333333388888888|833333333388333333433388888888|833333333388333333333388888888|833333333388333333333388888888|833333333388888888888888888888|888888888888888888888888588888|888888888888888888888886568888|888888888888888888888886468888|888888888888888888888886568888|888888888888888888888888588888|888888888888888888888888888888|,|888888888888888888888888888888|888888888888888888888888888888|888888888883333533333335333888|888888888883333533333335333888|888888888883333533333335333888|888888888883333533333365633888|888888888883333533333364633888|888888888883333533333365633888|888888888883333533333335333888|833353333383336563333335333888|833353333383336463333335333888|833656333383336563333335333888|833646333383333533333335333888|833656333383333533333335333888|833353333383333533333335333888|833353333388888888888888888888|833353333388333333533388888888|833353333388333333533388888888|833353333388333333533388888888|833353333388333336563388888888|833353333388333336463388888888|833353333388333336563388888888|833353333388333333533388888888|833353333388888888888888888888|888888888888888888888888888888|888888888888888888888888888888|888888888888888888888888888888|888888888888888888888888888888|888888888888888888888888888888|888888888888888888888888888888|
training,54,264363fd.json,test,1,30,30,30,30,img/tasks/264363fd_test_input_1.png,img/tasks/264363fd_test_output_1.png,|444444444444444444444444444444|444444444444444444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111211111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444444444444444444444444444444|444444444444444444444444444444|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111112111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|443334444444111111111111111114|488288444444111111111111111114|443334444444111111211111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444444444444444444444|444444444444444444444444444444|,|444444444444444444444444444444|444444444444444444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444111111111111444444444444444|444113331111111444444444444444|444888288888888444444444444444|444113331111111444444444444444|444111111111111444444444444444|444444444444444444444444444444|444444444444444444444444444444|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111133311114|444444444444888888888882888884|444444444444111111111133311114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111113331111111114|444444444444888888288888888884|444444444444111113331111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444444444444444444444|444444444444444444444444444444|
training,55,272f95fa.json,train,1,18,19,18,19,img/tasks/272f95fa_train_input_1.png,img/tasks/272f95fa_train_output_1.png,|0000800000080000000|0000800000080000000|8888888888888888888|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|8888888888888888888|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|0000800000080000000|,|0000822222280000000|0000822222280000000|8888888888888888888|4444866666683333333|4444866666683333333|4444866666683333333|4444866666683333333|8888888888888888888|0000811111180000000|0000811111180000000|0000811111180000000|0000811111180000000|0000811111180000000|0000811111180000000|0000811111180000000|0000811111180000000|0000811111180000000|0000811111180000000|
training,55,272f95fa.json,train,2,12,14,12,14,img/tasks/272f95fa_train_input_2.png,img/tasks/272f95fa_train_output_2.png,|00800000080000|00800000080000|00800000080000|00800000080000|88888888888888|00800000080000|00800000080000|88888888888888|00800000080000|00800000080000|00800000080000|00800000080000|,|00822222280000|00822222280000|00822222280000|00822222280000|88888888888888|44866666683333|44866666683333|88888888888888|00811111180000|00811111180000|00811111180000|00811111180000|
training,55,272f95fa.json,test,1,17,15,17,15,img/tasks/272f95fa_test_input_1.png,img/tasks/272f95fa_test_output_1.png,|000800008000000|000800008000000|000800008000000|000800008000000|000800008000000|000800008000000|888888888888888|000800008000000|000800008000000|000800008000000|000800008000000|000800008000000|000800008000000|888888888888888|000800008000000|000800008000000|000800008000000|,|000822228000000|000822228000000|000822228000000|000822228000000|000822228000000|000822228000000|888888888888888|444866668333333|444866668333333|444866668333333|444866668333333|444866668333333|444866668333333|888888888888888|000811118000000|000811118000000|000811118000000|
training,56,27a28665.json,train,1,3,3,1,1,img/tasks/27a28665_train_input_1.png,img/tasks/27a28665_train_output_1.png,|550|505|050|,|1|
training,56,27a28665.json,train,2,3,3,1,1,img/tasks/27a28665_train_input_2.png,img/tasks/27a28665_train_output_2.png,|808|080|808|,|2|
training,56,27a28665.json,train,3,3,3,1,1,img/tasks/27a28665_train_input_3.png,img/tasks/27a28665_train_output_3.png,|505|050|505|,|2|
training,56,27a28665.json,train,4,3,3,1,1,img/tasks/27a28665_train_input_4.png,img/tasks/27a28665_train_output_4.png,|011|011|100|,|3|
training,56,27a28665.json,train,5,3,3,1,1,img/tasks/27a28665_train_input_5.png,img/tasks/27a28665_train_output_5.png,|088|088|800|,|3|
training,56,27a28665.json,train,6,3,3,1,1,img/tasks/27a28665_train_input_6.png,img/tasks/27a28665_train_output_6.png,|440|404|040|,|1|
training,56,27a28665.json,train,7,3,3,1,1,img/tasks/27a28665_train_input_7.png,img/tasks/27a28665_train_output_7.png,|050|555|050|,|6|
training,56,27a28665.json,test,1,3,3,1,1,img/tasks/27a28665_test_input_1.png,img/tasks/27a28665_test_output_1.png,|080|888|080|,|6|
training,56,27a28665.json,test,2,3,3,1,1,img/tasks/27a28665_test_input_2.png,img/tasks/27a28665_test_output_2.png,|770|707|070|,|1|
training,56,27a28665.json,test,3,3,3,1,1,img/tasks/27a28665_test_input_3.png,img/tasks/27a28665_test_output_3.png,|202|020|202|,|2|
training,57,28bf18c6.json,train,1,8,8,3,6,img/tasks/28bf18c6_train_input_1.png,img/tasks/28bf18c6_train_output_1.png,|00000000|08800000|00800000|08880000|00000000|00000000|00000000|00000000|,|880880|080080|888888|
training,57,28bf18c6.json,train,2,8,8,3,6,img/tasks/28bf18c6_train_input_2.png,img/tasks/28bf18c6_train_output_2.png,|00000000|00000000|00000000|00000000|00000000|00020000|00222000|00220000|,|020020|222222|220220|
training,57,28bf18c6.json,train,3,8,8,3,6,img/tasks/28bf18c6_train_input_3.png,img/tasks/28bf18c6_train_output_3.png,|00000000|00000110|00001000|00000100|00000000|00000000|00000000|00000000|,|011011|100100|010010|
training,57,28bf18c6.json,test,1,8,8,3,6,img/tasks/28bf18c6_test_input_1.png,img/tasks/28bf18c6_test_output_1.png,|00000000|00000000|00000000|00000000|00030000|03330000|03000000|00000000|,|003003|333333|300300|
training,58,28e73c20.json,train,1,6,6,6,6,img/tasks/28e73c20_train_input_1.png,img/tasks/28e73c20_train_output_1.png,|000000|000000|000000|000000|000000|000000|,|333333|000003|333303|303303|300003|333333|
training,58,28e73c20.json,train,2,8,8,8,8,img/tasks/28e73c20_train_input_2.png,img/tasks/28e73c20_train_output_2.png,|00000000|00000000|00000000|00000000|00000000|00000000|00000000|00000000|,|33333333|00000003|33333303|30000303|30330303|30333303|30000003|33333333|
training,58,28e73c20.json,train,3,15,15,15,15,img/tasks/28e73c20_train_input_3.png,img/tasks/28e73c20_train_output_3.png,|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|,|333333333333333|000000000000003|333333333333303|300000000000303|303333333330303|303000000030303|303033333030303|303030003030303|303030333030303|303030000030303|303033333330303|303000000000303|303333333333303|300000000000003|333333333333333|
training,58,28e73c20.json,train,4,13,13,13,13,img/tasks/28e73c20_train_input_4.png,img/tasks/28e73c20_train_output_4.png,|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|,|3333333333333|0000000000003|3333333333303|3000000000303|3033333330303|3030000030303|3030333030303|3030300030303|3030333330303|3030000000303|3033333333303|3000000000003|3333333333333|
training,58,28e73c20.json,train,5,10,10,10,10,img/tasks/28e73c20_train_input_5.png,img/tasks/28e73c20_train_output_5.png,|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|,|3333333333|0000000003|3333333303|3000000303|3033330303|3030330303|3030000303|3033333303|3000000003|3333333333|
training,58,28e73c20.json,test,1,18,18,18,18,img/tasks/28e73c20_test_input_1.png,img/tasks/28e73c20_test_output_1.png,|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|,|333333333333333333|000000000000000003|333333333333333303|300000000000000303|303333333333330303|303000000000030303|303033333333030303|303030000003030303|303030333303030303|303030303303030303|303030300003030303|303030333333030303|303030000000030303|303033333333330303|303000000000000303|303333333333333303|300000000000000003|333333333333333333|
training,59,29623171.json,train,1,11,11,11,11,img/tasks/29623171_train_input_1.png,img/tasks/29623171_train_output_1.png,|00050005000|10050005010|00050015000|55555555555|00050015000|00050005010|00050005000|55555555555|00050005100|01050005001|00050005000|,|00050005000|00050005000|00050005000|55555555555|00050005000|00050005000|00050005000|55555555555|00050005111|00050005111|00050005111|
training,59,29623171.json,train,2,11,11,11,11,img/tasks/29623171_train_input_2.png,img/tasks/29623171_train_output_2.png,|00050205200|20050005002|00050005000|55555555555|20050005000|20050025000|00050005020|55555555555|00050005000|20050025002|00050005000|,|00050005222|00050005222|00050005222|55555555555|22250005000|22250005000|22250005000|55555555555|00050005000|00050005000|00050005000|
training,59,29623171.json,train,3,11,11,11,11,img/tasks/29623171_train_input_3.png,img/tasks/29623171_train_output_3.png,|33050005000|00050005030|00050005000|55555555555|00050005000|03050305000|00053005000|55555555555|00050005000|03053005330|00050005003|,|00050005000|00050005000|00050005000|55555555555|00050005000|00050005000|00050005000|55555555555|00050005333|00050005333|00050005333|
training,59,29623171.json,test,1,11,11,11,11,img/tasks/29623171_test_input_1.png,img/tasks/29623171_test_output_1.png,|44050005000|04050045440|40050005040|55555555555|00050005040|40050405404|00050005000|55555555555|00050405004|40050045040|00054405000|,|44450005000|44450005000|44450005000|55555555555|00050005000|00050005000|00050005000|55555555555|00054445000|00054445000|00054445000|
training,60,29c11459.json,train,1,5,11,5,11,img/tasks/29c11459_train_input_1.png,img/tasks/29c11459_train_output_1.png,|00000000000|10000000002|00000000000|00000000000|00000000000|,|00000000000|11111522222|00000000000|00000000000|00000000000|
training,60,29c11459.json,train,2,5,11,5,11,img/tasks/29c11459_train_input_2.png,img/tasks/29c11459_train_output_2.png,|00000000000|00000000000|00000000000|30000000007|00000000000|,|00000000000|00000000000|00000000000|33333577777|00000000000|
training,60,29c11459.json,test,1,5,11,5,11,img/tasks/29c11459_test_input_1.png,img/tasks/29c11459_test_output_1.png,|00000000000|40000000008|00000000000|00000000000|60000000009|,|00000000000|44444588888|00000000000|00000000000|66666599999|
training,61,29ec7d0e.json,train,1,18,18,18,18,img/tasks/29ec7d0e_train_input_1.png,img/tasks/29ec7d0e_train_output_1.png,|111001111111111111|123001234512345123|135001352400524135|142531425300253142|154321003215432154|111111001110001111|123451234510005123|135241352413524135|142531425314253142|154321543215432154|000011111111111111|000051234512345123|000041352413524135|142531425314253142|154321543215432154|111111111111111111|123451234512345123|135241352413524135|,|111111111111111111|123451234512345123|135241352413524135|142531425314253142|154321543215432154|111111111111111111|123451234512345123|135241352413524135|142531425314253142|154321543215432154|111111111111111111|123451234512345123|135241352413524135|142531425314253142|154321543215432154|111111111111111111|123451234512345123|135241352413524135|
training,61,29ec7d0e.json,train,2,18,18,18,18,img/tasks/29ec7d0e_train_input_2.png,img/tasks/29ec7d0e_train_output_2.png,|111111100011111111|123456100056123456|135135100035135135|141414100014141414|153153153150003153|165000065430005432|111000011111111111|123000023456123456|135135135135135135|141414141414141414|153153153153153153|165432100032000032|111111100011000011|123456100056000056|135135135135135135|141414141414141414|153153153153153153|165432165432165432|,|111111111111111111|123456123456123456|135135135135135135|141414141414141414|153153153153153153|165432165432165432|111111111111111111|123456123456123456|135135135135135135|141414141414141414|153153153153153153|165432165432165432|111111111111111111|123456123456123456|135135135135135135|141414141414141414|153153153153153153|165432165432165432|
training,61,29ec7d0e.json,train,3,18,18,18,18,img/tasks/29ec7d0e_train_input_3.png,img/tasks/29ec7d0e_train_output_3.png,|111111111111111111|123456712345671234|135724613572000057|147362000000000073|152637000000000026|100275000027000042|100543000054300065|100111111111100011|100456712345671234|135724613572461357|147362514736251473|152637415263741526|164275316427531642|176543217654321765|111111111111111111|123456712345671234|135724613572461357|147362514736251473|,|111111111111111111|123456712345671234|135724613572461357|147362514736251473|152637415263741526|164275316427531642|176543217654321765|111111111111111111|123456712345671234|135724613572461357|147362514736251473|152637415263741526|164275316427531642|176543217654321765|111111111111111111|123456712345671234|135724613572461357|147362514736251473|
training,61,29ec7d0e.json,train,4,18,18,18,18,img/tasks/29ec7d0e_train_input_4.png,img/tasks/29ec7d0e_train_output_4.png,|111111111111111111|123456781234567812|135713571357135713|147258361472580014|151515151515150015|163852741638520016|175317531753175317|187654321876543218|111000001111111111|123000001234567812|135700001357135713|147258361472583614|151515151515151515|163852001638527416|175317001753175317|187600321876543218|111100111111111111|123456781234567812|,|111111111111111111|123456781234567812|135713571357135713|147258361472583614|151515151515151515|163852741638527416|175317531753175317|187654321876543218|111111111111111111|123456781234567812|135713571357135713|147258361472583614|151515151515151515|163852741638527416|175317531753175317|187654321876543218|111111111111111111|123456781234567812|
training,61,29ec7d0e.json,test,1,18,18,18,18,img/tasks/29ec7d0e_test_input_1.png,img/tasks/29ec7d0e_test_output_1.png,|111111111111100011|123456789123400089|135792468135700068|147147147147147147|159483726159483726|162000495162700095|174000174000000074|186000753000029753|198000432000065432|111111111111111111|123456789123456789|135792468135792468|147147147147147147|100083726159483726|100038495162738495|100074174174174174|100029753186429753|198765432198765432|,|111111111111111111|123456789123456789|135792468135792468|147147147147147147|159483726159483726|162738495162738495|174174174174174174|186429753186429753|198765432198765432|111111111111111111|123456789123456789|135792468135792468|147147147147147147|159483726159483726|162738495162738495|174174174174174174|186429753186429753|198765432198765432|
training,62,2bcee788.json,train,1,10,10,10,10,img/tasks/2bcee788_train_input_1.png,img/tasks/2bcee788_train_output_1.png,|0000000000|0000000000|0000000000|0000420000|0044420000|0000420000|0000000000|0000000000|0000000000|0000000000|,|3333333333|3333333333|3333333333|3333443333|3344444433|3333443333|3333333333|3333333333|3333333333|3333333333|
training,62,2bcee788.json,train,2,10,10,10,10,img/tasks/2bcee788_train_input_2.png,img/tasks/2bcee788_train_output_2.png,|0000000000|0000000000|0000000000|0002200000|0006600000|0000600000|0000660000|0000000000|0000000000|0000000000|,|3333333333|3333663333|3333633333|3336633333|3336633333|3333633333|3333663333|3333333333|3333333333|3333333333|
training,62,2bcee788.json,train,3,10,10,10,10,img/tasks/2bcee788_train_input_3.png,img/tasks/2bcee788_train_output_3.png,|0000000000|0000000000|0000000000|0000000000|0002700000|0002770000|0000000000|0000000000|0000000000|0000000000|,|3333333333|3333333333|3333333333|3333333333|3337733333|3377773333|3333333333|3333333333|3333333333|3333333333|
training,62,2bcee788.json,train,4,10,10,10,10,img/tasks/2bcee788_train_input_4.png,img/tasks/2bcee788_train_output_4.png,|0000000000|0000000000|0000000000|0000000000|0008880000|0000080000|0000020000|0000000000|0000000000|0000000000|,|3333333333|3333333333|3333333333|3333333333|3338883333|3333383333|3333383333|3338883333|3333333333|3333333333|
training,62,2bcee788.json,test,1,10,10,10,10,img/tasks/2bcee788_test_input_1.png,img/tasks/2bcee788_test_output_1.png,|0000000000|0000000000|0000000000|0000100000|0000112000|0000012000|0000000000|0000000000|0000000000|0000000000|,|3333333333|3333333333|3333333333|3333133133|3333111133|3333311333|3333333333|3333333333|3333333333|3333333333|
training,63,2bee17df.json,train,1,12,12,12,12,img/tasks/2bee17df_train_input_1.png,img/tasks/2bee17df_train_output_1.png,|222222222222|800022022222|800002002202|800000000002|800000000002|800000000002|800000000002|800000000008|800000000008|880000880008|888008880088|888888888888|,|222222222222|800322022222|800302002202|833333333332|833333333332|833333333332|833333333332|833333333338|833333333338|880300880008|888308880088|888888888888|
training,63,2bee17df.json,train,2,12,12,12,12,img/tasks/2bee17df_train_input_2.png,img/tasks/2bee17df_train_output_2.png,|888888888888|200000888888|220000088008|200000080008|200000000008|222000000008|220000000008|220000000008|200000000008|200000000022|220200200222|222222222222|,|888888888888|200033888888|220033088008|200033080008|233333333338|222033000008|220033000008|220033000008|233333333338|200033000022|220233200222|222222222222|
training,63,2bee17df.json,train,3,10,10,10,10,img/tasks/2bee17df_train_input_3.png,img/tasks/2bee17df_train_output_3.png,|8888888882|8880880802|8800800002|8800000022|8000000022|8000000002|8000000002|8000002202|8200022222|8222222222|,|8888888882|8883880802|8803800002|8803000022|8003000022|8333333332|8333333332|8003002202|8203022222|8222222222|
training,63,2bee17df.json,test,1,14,14,14,14,img/tasks/2bee17df_test_input_1.png,img/tasks/2bee17df_test_output_1.png,|88888888888888|88880088800822|88800000000002|80000000000002|88800000000022|88000000000222|80000000000002|88000000000002|88000000000002|88000000000002|80000000000002|88000000000022|88020220000222|82222222222222|,|88888888888888|88883088833822|88803000033002|83333333333332|88803000033022|88003000033222|83333333333332|88003000033002|88003000033002|88003000033002|83333333333332|88003000033022|88023220033222|82222222222222|
training,64,2c608aff.json,train,1,9,12,9,12,img/tasks/2c608aff_train_input_1.png,img/tasks/2c608aff_train_output_1.png,|888888888888|883338888888|883338888888|883338888488|883338888888|888888888888|888888888888|888888848888|888888888888|,|888888888888|883338888888|883338888888|883334444488|883338888888|888888888888|888888888888|888888848888|888888888888|
