task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
evaluation,50,1d398264.json,train,1,15,15,15,15,img/tasks/1d398264_train_input_1.png,img/tasks/1d398264_train_output_1.png,|000000000000000|002570000000000|002870000000000|003330000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|,|020507000000000|002570000000000|222877777777777|003330000000000|030303000000000|300300300000000|000300030000000|000300003000000|000300000300000|000300000030000|000300000003000|000300000000300|000300000000030|000300000000003|000300000000000|
evaluation,50,1d398264.json,train,2,10,10,10,10,img/tasks/1d398264_train_input_2.png,img/tasks/1d398264_train_output_2.png,|0000000000|0000000000|0003120000|0002620000|0002770000|0000000000|0000000000|0000000000|0000000000|0000000000|,|0300100200|0030102000|0003120000|2222622222|0002770000|0020707000|0200700700|2000700070|0000700007|0000700000|
evaluation,50,1d398264.json,train,3,20,20,20,20,img/tasks/1d398264_train_input_3.png,img/tasks/1d398264_train_output_3.png,|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000062200|00000000000000045400|00000000000000068800|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|,|00000000060000002000|00000000006000002000|00000000000600002000|00000000000060002000|00000000000006002002|00000000000000602020|00000000000000062200|44444444444444445444|00000000000000068800|00000000000000608080|00000000000006008008|00000000000060008000|00000000000600008000|00000000006000008000|00000000060000008000|00000000600000008000|00000006000000008000|00000060000000008000|00000600000000008000|00006000000000008000|
evaluation,50,1d398264.json,test,1,12,12,12,12,img/tasks/1d398264_test_input_1.png,img/tasks/1d398264_test_output_1.png,|000000000000|000000000000|000611000000|000671000000|000331000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|,|060010010000|006010100000|000611000000|666671111111|000331000000|003030100000|030030010000|300030001000|000030000100|000030000010|000030000001|000030000000|
evaluation,50,1d398264.json,test,2,16,16,16,16,img/tasks/1d398264_test_input_2.png,img/tasks/1d398264_test_output_2.png,|0000000000000000|0000000000000000|0004250000000000|0002950000000000|0004110000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|,|0400200500000000|0040205000000000|0004250000000000|2222955555555555|0004110000000000|0040101000000000|0400100100000000|4000100010000000|0000100001000000|0000100000100000|0000100000010000|0000100000001000|0000100000000100|0000100000000010|0000100000000001|0000100000000000|
evaluation,51,1da012fc.json,train,1,19,22,19,22,img/tasks/1da012fc_train_input_1.png,img/tasks/1da012fc_train_output_1.png,|0000000000000000555555|0888888000000000525555|0088880000000000555555|0880088000000000555555|0000000000000000555355|0000000000000000555555|0000000008880000555555|0000000088888000545555|0000000088888000555555|0000000008080000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0008000800000000000000|0008888800000000000000|0000888000000000000000|0008808800000000000000|0000000000000000000000|0000000000000000000000|,|0000000000000000555555|0222222000000000525555|0022220000000000555555|0220022000000000555555|0000000000000000555355|0000000000000000555555|0000000003330000555555|0000000033333000545555|0000000033333000555555|0000000003030000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0004000400000000000000|0004444400000000000000|0000444000000000000000|0004404400000000000000|0000000000000000000000|0000000000000000000000|
evaluation,51,1da012fc.json,train,2,14,20,14,20,img/tasks/1da012fc_train_input_2.png,img/tasks/1da012fc_train_output_2.png,|00000000000000000000|00000000011110000000|00000000001100000000|00000000000000000000|00000000000000101000|00000000000001111100|05255550000000101000|05555550000000000000|05554550000000000000|05555550011000000100|05655350111100001110|05555550011000000100|00000000000000000000|00000000000000000000|,|00000000000000000000|00000000022220000000|00000000002200000000|00000000000000000000|00000000000000404000|00000000000004444400|05255550000000404000|05555550000000000000|05554550000000000000|05555550066000000300|05655350666600003330|05555550066000000300|00000000000000000000|00000000000000000000|
evaluation,51,1da012fc.json,test,1,19,25,19,25,img/tasks/1da012fc_test_input_1.png,img/tasks/1da012fc_test_output_1.png,|0000000000000000000000000|0002200002220000000000000|0022220020202000000000000|0002200000200000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000002220000000000000000|0000022022000000000000000|0000002220000000555555550|0000000000000000535554550|0000000000000000555555550|0000000000000000555555550|0002000000200200555855550|0022200002222220555555550|0002000000022000555555550|0000000000000000515556550|0000000000000000555555550|0000000000000000555555550|,|0000000000000000000000000|0003300004440000000000000|0033330040404000000000000|0003300000400000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000008880000000000000000|0000088088000000000000000|0000008880000000555555550|0000000000000000535554550|0000000000000000555555550|0000000000000000555555550|0001000000600600555855550|0011100006666660555555550|0001000000066000555555550|0000000000000000515556550|0000000000000000555555550|0000000000000000555555550|
evaluation,52,1e81d6f9.json,train,1,15,15,15,15,img/tasks/1e81d6f9_train_input_1.png,img/tasks/1e81d6f9_train_output_1.png,|000500000000000|020500000000000|000500000000300|555500000000000|000000100000002|000000080700000|000000000000000|000000000400000|000000000002000|000000000000000|900001000000700|000000000000700|000000000000002|006008000000000|004000060000000|,|000500000000000|020500000000000|000500000000300|555500000000000|000000100000000|000000080700000|000000000000000|000000000400000|000000000000000|000000000000000|900001000000700|000000000000700|000000000000000|006008000000000|004000060000000|
evaluation,52,1e81d6f9.json,train,2,15,15,15,15,img/tasks/1e81d6f9_train_input_2.png,img/tasks/1e81d6f9_train_output_2.png,|000500000000100|040500000000000|000500009240000|555500000000000|000080000000000|000000100000400|000000000100000|003006000000000|000000000000002|000400004040000|090000000000002|000000200000000|000320000200100|003002000000020|000003078000000|,|000500000000100|040500000000000|000500009200000|555500000000000|000080000000000|000000100000000|000000000100000|003006000000000|000000000000002|000000000000000|090000000000002|000000200000000|000320000200100|003002000000020|000003078000000|
evaluation,52,1e81d6f9.json,train,3,15,15,15,15,img/tasks/1e81d6f9_train_input_3.png,img/tasks/1e81d6f9_train_output_3.png,|000500003000000|030500000000003|000506000090009|555500020000004|000000000006000|000004000000400|000000004000901|400002000000004|082000000000000|090000500002000|000004000300009|010000000000000|300010000090000|000000000000000|000003006001008|,|000500000000000|030500000000000|000506000090009|555500020000004|000000000006000|000004000000400|000000004000901|400002000000004|082000000000000|090000500002000|000004000000009|010000000000000|000010000090000|000000000000000|000000006001008|
evaluation,52,1e81d6f9.json,test,1,15,15,15,15,img/tasks/1e81d6f9_test_input_1.png,img/tasks/1e81d6f9_test_output_1.png,|000500000000000|010500001000000|000503000080007|555500600000000|000000000400620|000000900030000|000108700000030|000070072000000|000004100066000|000000008000000|000000000009000|000000009000000|000000000400020|000100000000000|000090000007000|,|000500000000000|010500000000000|000503000080007|555500600000000|000000000400620|000000900030000|000008700000030|000070072000000|000004000066000|000000008000000|000000000009000|000000009000000|000000000400020|000000000000000|000090000007000|
evaluation,53,1e97544e.json,train,1,23,23,23,23,img/tasks/1e97544e_train_input_1.png,img/tasks/1e97544e_train_output_1.png,|56123456123456000456123|66123456123456000456123|61123456123456000456123|61223456123456123456123|61233456123456123456123|61234456123456123456123|61234556123456123456123|61000066123456123456123|61000061123456123456123|61000061223456123456123|61000061233456123456123|61234561234456123456123|61234561234556123456123|61234561234566123456123|60004561234561123456123|60004561200000223456123|60004561200000233456123|60004561200000234456123|61234561200000234556123|61234561234000234566123|61234561234000234561123|61234561234000234561223|61234561234561234561233|,|56123456123456123456123|66123456123456123456123|61123456123456123456123|61223456123456123456123|61233456123456123456123|61234456123456123456123|61234556123456123456123|61234566123456123456123|61234561123456123456123|61234561223456123456123|61234561233456123456123|61234561234456123456123|61234561234556123456123|61234561234566123456123|61234561234561123456123|61234561234561223456123|61234561234561233456123|61234561234561234456123|61234561234561234556123|61234561234561234566123|61234561234561234561123|61234561234561234561223|61234561234561234561233|
evaluation,53,1e97544e.json,train,2,23,23,23,23,img/tasks/1e97544e_train_input_2.png,img/tasks/1e97544e_train_output_2.png,|34567123456712345671234|44567123456712345671234|45567123456712345671234|45667123456712000671234|45677123456712000671234|45671123456712000671234|45671223456712000671234|45671233456712345671234|45671200000712345671234|45671200000712000671234|45671234566712000671234|45671234567712000671234|45670000067112005671234|45670000067122005671234|45670000067123345671234|45671234567123445671234|45671234567123455671234|45671234567123456671234|45671234567123456771234|45671234567123456711234|45671234567123456712234|45671234567123456712334|45671234567123456712344|,|34567123456712345671234|44567123456712345671234|45567123456712345671234|45667123456712345671234|45677123456712345671234|45671123456712345671234|45671223456712345671234|45671233456712345671234|45671234456712345671234|45671234556712345671234|45671234566712345671234|45671234567712345671234|45671234567112345671234|45671234567122345671234|45671234567123345671234|45671234567123445671234|45671234567123455671234|45671234567123456671234|45671234567123456771234|45671234567123456711234|45671234567123456712234|45671234567123456712334|45671234567123456712344|
evaluation,53,1e97544e.json,train,3,23,23,23,23,img/tasks/1e97544e_train_input_3.png,img/tasks/1e97544e_train_output_3.png,|56780000567812345678123|66780000567812345678123|67780000567812345678123|67880000567812345678123|67811234567812345678123|67812234567812345678123|67812334567812345678123|67000044567812345678123|67000045567812345678123|67000045667812345678123|67000045677812345678123|67812345678812300008123|67810045678112300008123|67810045678122300008123|67812345678123300008123|67812345678123445678123|67812345678123455678123|67812345678123456670023|67812345678123456770023|67812345678123456780023|67812345678123456780023|67812345678123456780023|67812345678123456781233|,|56781234567812345678123|66781234567812345678123|67781234567812345678123|67881234567812345678123|67811234567812345678123|67812234567812345678123|67812334567812345678123|67812344567812345678123|67812345567812345678123|67812345667812345678123|67812345677812345678123|67812345678812345678123|67812345678112345678123|67812345678122345678123|67812345678123345678123|67812345678123445678123|67812345678123455678123|67812345678123456678123|67812345678123456778123|67812345678123456788123|67812345678123456781123|67812345678123456781223|67812345678123456781233|
evaluation,53,1e97544e.json,test,1,23,23,23,23,img/tasks/1e97544e_test_input_1.png,img/tasks/1e97544e_test_output_1.png,|23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|00000000023456789123456|00000000023456789123456|34560000023456789123456|34560000000456789123456|34560000000456789123456|34567891000456789123456|34567891000456789100456|34567891234456789100456|34567891234556789100456|34567891200000789100456|34567891200000789100456|34567891200000889123456|34567891200000899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566|,|23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34566789123456789123456|34567789123456789123456|34567889123456789123456|34567899123456789123456|34567891123456789123456|34567891223456789123456|34567891233456789123456|34567891234456789123456|34567891234556789123456|34567891234566789123456|34567891234567789123456|34567891234567889123456|34567891234567899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566|
evaluation,54,2037f2c7.json,train,1,23,25,3,7,img/tasks/2037f2c7_train_input_1.png,img/tasks/2037f2c7_train_output_1.png,|0000000000000044400000000|0000000000003346433000000|0000000000003246423000000|0000000000003246423000000|0000000000003246423000000|0000044400003246423000000|0003346433003246423000000|0003246423003246423000000|0003246423003246423000000|0003246423003246423000000|0003246423003246423000000|0003246423003246423000000|0003246423003246423000000|0003246423003346433000000|0000246420000044400000000|0000046400000000000000000|0000246420000000000000000|0003246423000000000000000|0003346433000000000000000|0000044400000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|,|8000008|8800088|8000008|
evaluation,54,2037f2c7.json,train,2,25,25,4,8,img/tasks/2037f2c7_train_input_2.png,img/tasks/2037f2c7_train_output_2.png,|0000000000000000000000000|0000000000000000000000000|0000044440000000000000000|0001146641100000000000000|0003333333300000000000000|0001346643100000000000000|0001046640000000000000000|0000000600000000000000000|0001306643000000000000000|0001146641000000044440000|0002447744200001146641100|0002447744200003333333300|0002007700200001346643100|0000000000000001346643100|0000000000000001346643100|0000000000000001346643100|0000000000000001146641100|0000000000000002447744200|0000000000000002447744200|0000000000000002007700200|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|,|08000088|88880888|00800008|00000008|
evaluation,54,2037f2c7.json,train,3,22,22,2,6,img/tasks/2037f2c7_train_input_3.png,img/tasks/2037f2c7_train_output_3.png,|0000000000000000000000|0000000000000000000000|0000000000000000000000|0003333330000000000000|0004444440000000000000|0000333300000000000000|0002377320000000000000|0002377320000000000000|0002377320000000000000|0000377300000000000000|0000333300000000000000|0000000000000000000000|0000000000000033333300|0000000000000044444400|0000000000000003333000|0000000000000023773200|0000000000000023773200|0000000000000000070000|0000000000000003073000|0000000000000003333000|0000000000000000000000|0000000000000000000000|,|888088|008000|
evaluation,54,2037f2c7.json,test,1,24,25,2,10,img/tasks/2037f2c7_test_input_1.png,img/tasks/2037f2c7_test_output_1.png,|0000000000000000000000000|0000000000000000000000000|0000000000000001110011100|0000000000000000446644000|0000000000000031426624130|0000000000000000426600000|0011100111000000126621000|0004466440000000022220000|0314266241300001111111100|0314266241300001333333100|0311266211300001111111100|0000222200000000000000000|0011111111000000000000000|0013333331000000000000000|0011111111000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|,|8800008888|8800000088|
evaluation,55,2072aba6.json,train,1,3,3,6,6,img/tasks/2072aba6_train_input_1.png,img/tasks/2072aba6_train_output_1.png,|050|555|050|,|001200|002100|121212|212121|001200|002100|
evaluation,55,2072aba6.json,train,2,3,3,6,6,img/tasks/2072aba6_train_input_2.png,img/tasks/2072aba6_train_output_2.png,|500|050|005|,|120000|210000|001200|002100|000012|000021|
evaluation,55,2072aba6.json,train,3,3,3,6,6,img/tasks/2072aba6_train_input_3.png,img/tasks/2072aba6_train_output_3.png,|050|055|550|,|001200|002100|001212|002121|121200|212100|
evaluation,55,2072aba6.json,test,1,3,3,6,6,img/tasks/2072aba6_test_input_1.png,img/tasks/2072aba6_test_output_1.png,|000|050|555|,|000000|000000|001200|002100|121212|212121|
evaluation,56,20818e16.json,train,1,14,15,6,8,img/tasks/20818e16_train_input_1.png,img/tasks/20818e16_train_output_1.png,|444444444444444|442222222244444|442222222244444|442222222244444|442222111114444|442222111114444|442222111114444|444444111114444|444444111114444|433334444444444|433334444444444|444444444444444|444444444444444|444444444444444|,|33331222|33331222|11111222|11111222|11111222|22222222|
evaluation,56,20818e16.json,train,2,16,15,6,9,img/tasks/20818e16_train_input_2.png,img/tasks/20818e16_train_output_2.png,|888882222222228|888882222222228|888882222222228|888882222222228|888882222222228|883332222222228|883333338888888|883333338888888|883333338888888|883333338888888|883333338888888|888888888855888|888888888855888|888888888888888|888888888888888|888888888888888|,|553333222|553333222|333333222|333333222|333333222|333333222|
evaluation,56,20818e16.json,train,3,15,15,8,8,img/tasks/20818e16_train_input_3.png,img/tasks/20818e16_train_output_3.png,|000000000000000|044444000008800|044444000000000|044466666666000|044466666666000|044466666666000|000066666666000|000066666666000|000066666666000|003333666666000|003333666666000|003333000000000|000000000000000|000000000000000|000000000000000|,|88334666|33334666|33334666|44444666|44444666|66666666|66666666|66666666|
evaluation,56,20818e16.json,test,1,16,16,6,10,img/tasks/20818e16_test_input_1.png,img/tasks/20818e16_test_output_1.png,|1111111111111111|1122222222221111|1122222222221111|1122222222221111|1122222222221111|1122223333221111|1122223333221111|1111113333111111|1111113333111111|1111111111111111|1111111188811111|1111111188811111|1111111111111111|1116611111111111|1111111111111111|1111111111111111|,|6683222222|8883222222|3333222222|3333222222|2222222222|2222222222|
evaluation,57,20981f0e.json,train,1,13,19,13,19,img/tasks/20981f0e_train_input_1.png,img/tasks/20981f0e_train_output_1.png,|0000000000000000000|0000000000000000000|0020000200002000020|0001000000000000100|0001100001100001100|0000000000100000000|0000000000000000000|0020000200002000020|0000000001100000000|0000000001100110000|0001000000000100000|0001100000000000000|0020000200002000020|,|0000000000000000000|0000000000000000000|0020000200002000020|0000000000000000000|0000100001100001000|0000110000100011000|0000000000000000000|0020000200002000020|0000000000000000000|0000100001100011000|0000110001100010000|0000000000000000000|0020000200002000020|
evaluation,57,20981f0e.json,train,2,14,16,14,16,img/tasks/20981f0e_train_input_2.png,img/tasks/20981f0e_train_output_2.png,|0000000000000000|0200002000020000|0011000000000110|0011000000000100|0000000100000000|0000000110000000|0200002000020000|0000000000000000|0000000011000100|0000100010000110|0001100000000000|0200002000020000|0000000000000000|0000000000000000|,|0000000000000000|0200002000020000|0000000000000000|0001100010000110|0001100011000100|0000000000000000|0200002000020000|0000000000000000|0000100011000100|0001100010000110|0000000000000000|0200002000020000|0000000000000000|0000000000000000|
evaluation,57,20981f0e.json,train,3,17,10,17,10,img/tasks/20981f0e_train_input_3.png,img/tasks/20981f0e_train_output_3.png,|0000000000|2000020000|0000000100|0110000110|0110000000|0000000000|2000020000|0000000000|0000000100|0110000110|0100000000|2000020000|0000100000|0001100110|0000000100|0000000000|2000020000|,|0000000000|2000020000|0000000000|0011000100|0011000110|0000000000|2000020000|0000000000|0011000100|0010000110|0000000000|2000020000|0000000000|0001000110|0011000100|0000000000|2000020000|
evaluation,57,20981f0e.json,test,1,17,13,17,13,img/tasks/20981f0e_test_input_1.png,img/tasks/20981f0e_test_output_1.png,|0000000000000|0020000200002|0000000000000|0000000000000|0001100001100|0001100001000|0020000200002|0000000000010|0000000000110|0000110000000|0000110000000|0020000200002|0000000001100|0000110001000|0000010000000|0000000000000|0020000200002|,|0000000000000|0020000200002|0000000000000|0000110001100|0000110001000|0000000000000|0020000200002|0000000000000|0000110000100|0000110001100|0000000000000|0020000200002|0000000000000|0000110001100|0000010001000|0000000000000|0020000200002|
evaluation,58,212895b5.json,train,1,20,20,20,20,img/tasks/212895b5_train_input_1.png,img/tasks/212895b5_train_output_1.png,|05000000000000000000|00000000000000000000|00505000000050000005|00050000000000000500|00000000000000050000|00000000000000000000|00000008880000505000|00000008880000000500|00000008880000000000|00000000000505000005|50000000000000000000|00000000500000000000|00000000000000000000|00000000000000050000|00050005000050000000|50000000000050500000|00000000000000000000|00000000000000000000|00050000000000000000|00000000000000000000|,|05000000000000020000|00000000000000200000|00505000004452000005|00052000004020000500|00040200444200050000|00044420402000000000|00000408880000505000|00000448884400000500|00000008880400000000|00000020402505000005|50000244400200000000|00002040500020000000|00024440000002000000|00204000000000250000|02054005000050020000|50000000000050502000|00000000000000000200|00000000000000000020|00050000000000000002|00000000000000000000|
evaluation,58,212895b5.json,train,2,18,17,18,17,img/tasks/212895b5_train_input_2.png,img/tasks/212895b5_train_output_2.png,|00000000000000050|00000500550000000|00005000000000000|00000000000000000|00000000000000000|00050000088800500|00000005088805000|00500000088800000|00005000000005000|00000000050500500|00050000000000000|00000000000050000|00000000000000000|00500000005000000|00000000000000500|00500000000000500|00000000050000500|05000000000000000|,|00000000000000452|00000500550044420|00005020000040200|00000002004442000|00000000204020000|00050000088800500|00000005488845000|00500000088800000|00005000204025000|00000002054502500|00050020000000200|00000200000050020|00002000000000002|00520000005000000|00200000000000500|02500000000000500|20000000050000500|05000000000000000|
evaluation,58,212895b5.json,train,3,16,19,16,19,img/tasks/212895b5_train_input_3.png,img/tasks/212895b5_train_output_3.png,|0050000000000000500|0000000005000000000|0000500000050000050|0005000000000050000|0505000500000000000|0000000000000000500|0000005008880000000|0000050008885000000|0000000008880050000|0000000000005000005|0000000000500500500|0000000000000000505|0000000000000000050|0505000000000005000|0000000000000000000|0005005000050000000|,|0050000000000044500|0000000005000040000|0000500000054440050|0005440000004050000|0505040500444200000|0000044420402000500|0000005408880000000|0000050448885000000|0000000008880050000|0000000020405000005|0000000200500500500|0000002000000000505|0000020000000000050|0505200000000005000|0002000000000000000|0025005000050000000|
evaluation,58,212895b5.json,test,1,21,23,21,23,img/tasks/212895b5_test_input_1.png,img/tasks/212895b5_test_output_1.png,|00050000000000000000000|00500000000000000000000|00500050000000550000005|00050000005505000000000|00000000000000055000055|00000088800000000055000|00000088800000000000000|00000088800500000005000|00000000000000500050050|00505000000000050050050|00000000000505000000000|00505500500000000055050|00000000050000000000000|00000050000005000005000|50005055000050000000500|00500000000050500500005|05000000000000005000550|50005050000000500000000|00000000050000000000005|00000005000000000050000|00000000000000005000000|,|00050000000400000000000|00500000044400000000000|00520050040000550000005|00452004445505000000000|00444204020000055000055|00004088800000000055000|00004488844000000000000|00000088804500000005000|00000204024440500050050|00505444002040050050050|00000400000545000000000|00505500500000000055050|00000000050000000000000|00000050000005000005000|50005055000050000000500|00500000000050500500005|05000000000000005000550|50005050000000500000000|00000000050000000000005|00000005000000000050000|00000000000000005000000|
evaluation,59,21f83797.json,train,1,13,13,13,13,img/tasks/21f83797_train_input_1.png,img/tasks/21f83797_train_output_1.png,|0000000000000|0000000000000|0000000000000|0002000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000020000|0000000000000|0000000000000|0000000000000|,|0002000020000|0002000020000|0002000020000|2222222222222|0002111120000|0002111120000|0002111120000|0002111120000|0002111120000|2222222222222|0002000020000|0002000020000|0002000020000|
evaluation,59,21f83797.json,train,2,13,13,13,13,img/tasks/21f83797_train_input_2.png,img/tasks/21f83797_train_output_2.png,|0000000000000|0000000000000|0000000000000|0000000000000|0020000000000|0000000000000|0000000000000|0000000000000|0000000000200|0000000000000|0000000000000|0000000000000|0000000000000|,|0020000000200|0020000000200|0020000000200|0020000000200|2222222222222|0021111111200|0021111111200|0021111111200|2222222222222|0020000000200|0020000000200|0020000000200|0020000000200|
evaluation,59,21f83797.json,test,1,13,13,13,13,img/tasks/21f83797_test_input_1.png,img/tasks/21f83797_test_output_1.png,|0000000000000|0000200000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000002000|0000000000000|0000000000000|,|0000200002000|2222222222222|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|2222222222222|0000200002000|0000200002000|
evaluation,60,22a4bbc2.json,train,1,15,3,15,3,img/tasks/22a4bbc2_train_input_1.png,img/tasks/22a4bbc2_train_output_1.png,|110|110|888|888|011|011|880|111|880|880|111|111|111|888|888|,|220|220|888|888|011|011|220|111|880|880|222|222|222|888|888|
evaluation,60,22a4bbc2.json,train,2,19,5,19,5,img/tasks/22a4bbc2_train_input_2.png,img/tasks/22a4bbc2_train_output_2.png,|08880|08880|11100|08880|08880|11111|08888|08888|11110|11110|08880|01111|01111|88800|00011|88800|88800|00110|00110|,|02220|02220|11100|08880|08880|22222|08888|08888|11110|11110|02220|01111|01111|88800|00022|88800|88800|00110|00110|
evaluation,60,22a4bbc2.json,train,3,20,4,20,4,img/tasks/22a4bbc2_train_input_3.png,img/tasks/22a4bbc2_train_output_3.png,|1110|1110|8888|0011|0011|8888|8888|0110|8800|1111|0880|0880|1111|8880|8880|0111|0111|8880|0110|8888|,|2220|2220|8888|0011|0011|2222|2222|0110|8800|2222|0880|0880|1111|2220|2220|0111|0111|8880|0220|8888|
evaluation,60,22a4bbc2.json,train,4,14,5,14,5,img/tasks/22a4bbc2_train_input_4.png,img/tasks/22a4bbc2_train_output_4.png,|11100|08888|11110|08800|00111|00111|88880|01100|01100|88888|88888|11100|08880|00011|,|22200|08888|11110|02200|00111|00111|88880|02200|02200|88888|88888|11100|02220|00011|
evaluation,60,22a4bbc2.json,test,1,22,4,22,4,img/tasks/22a4bbc2_test_input_1.png,img/tasks/22a4bbc2_test_output_1.png,|8880|0111|0880|1111|8880|8880|0111|0880|0880|1111|1111|8888|1100|0888|1110|8888|0110|0110|8888|8888|0111|0111|,|2220|0111|0880|2222|8880|8880|0111|0220|0220|1111|1111|8888|2200|0888|1110|2222|0110|0110|8888|8888|0222|0222|
evaluation,61,25094a63.json,train,1,30,30,30,30,img/tasks/25094a63_train_input_1.png,img/tasks/25094a63_train_output_1.png,|332636888233333633881226332811|821631831838813283883131832626|183188888813233662362222222323|128188888838121123832222222213|138188888832338311332222222683|338288888833132361122222222362|821188888833613181212222222238|133688888881282821332222222286|313832381318131231862131183163|286313821323333183362822621623|882231132338233886621262333263|632283233132232632211218632182|862822233811316132838333333181|882886863861328366263833333381|182628136382236162838333333223|328113222683881286131233333222|838123863331631213232833333833|623862218811111116621631683123|212182326811111111113621222331|188282223111111118232366233363|268361383611111112333163361322|686232633111111113381633381823|631366163811111111216338183821|322311238613318318838318811218|323618363322136323838322223316|286221831682323233332228683613|623233833622338813128383336122|232126318316238261113681286232|218263823688288323168263232183|163166312881813312683168383118|,|332636888233333633881226332811|821631831838813283883131832626|183144444413233662364444444323|128144444438121123834444444213|138144444432338311334444444683|338244444433132361124444444362|821144444433613181214444444238|133644444481282821334444444286|313832381318131231862131183163|286313821323333183362822621623|882231132338233886621262333263|632283233132232632211218632182|862822233811316132838344444181|882886863861328366263844444381|182628136382236162838344444223|328113222683881286131244444222|838123863331631213232844444833|623862218844444446621631683123|212182326844444441113621222331|188282223144444448232366233363|268361383644444442333163361322|686232633144444443381633381823|631366163844444441216338183821|322311238613318318838318811218|323618363322136323838322223316|286221831682323233332228683613|623233833622338813128383336122|232126318316238261113681286232|218263823688288323168263232183|163166312881813312683168383118|
evaluation,61,25094a63.json,train,2,30,30,30,30,img/tasks/25094a63_train_input_2.png,img/tasks/25094a63_train_output_2.png,|686888866386238128138336612622|233223626281381818888223212863|238236666666663826628388323332|868236666666663112126826218338|686236666666663338112183823682|383366666666662863261662883266|263286666666668383363188123188|381618138323281312281633362286|833838228888811633622613363133|233232623683383613388166881626|363332361638282326366836616886|833122682368322632126368881816|188166828212881828383388233333|883832863313216683663631812638|866326686132831283628832261863|181623221822836888288331322132|813688663322388888881338236282|333632226323388888888332322223|321228638883188888886183836818|361323666321388888883321836323|813862333328688888882883823132|363286638312388888883686121336|388238368831338822223811332313|336816628661812216832686886283|833183233383333238313666663623|368321866866166133626133812233|183632688166866626838138263266|886811822362838211868686333323|138131636823382221328838663838|626282333313332638236332238813|,|686888866386238128138336612622|233223626281381818888223212863|238234444444443826628388323332|868234444444443112126826218338|686234444444443338112183823682|383364444444442863261662883266|263284444444448383363188123188|381618138323281312281633362286|833838228888811633622613363133|233232623683383613388166881626|363332361638282326366836616886|833122682368322632126368881816|188166828212881828383388233333|883832863313216683663631812638|866326686132831283628832261863|181623221822836888288331322132|813688663322344444441338236282|333632226323344444448332322223|321228638883144444446183836818|361323666321344444443321836323|813862333328644444442883823132|363286638312344444443686121336|388238368831338822223811332313|336816628661812216832686886283|833183233383333238313666663623|368321866866166133626133812233|183632688166866626838138263266|886811822362838211868686333323|138131636823382221328838663838|626282333313332638236332238813|
